,sentiment
4473,1
4334,2
2084,1
23653,1
4268,2
22356,2
8431,1
17198,1
22473,1
21988,1
9721,1
21071,1
17442,1
20015,1
19975,1
9017,1
26,2
3135,2
6609,2
17969,2
15958,1
16661,2
18451,2
12293,2
9941,2
6409,2
483,2
12800,1
5044,2
21289,2
9687,1
11815,2
10371,2
24125,2
8890,2
24757,1
2955,1
11471,1
13288,2
22721,2
22225,1
4453,1
15447,2
4955,2
352,1
1366,1
20792,1
24286,2
6893,2
8966,2
17486,1
12087,2
24432,1
21485,2
13867,1
1001,2
20942,1
4479,1
12753,2
3116,1
18128,1
16938,2
18848,1
18381,2
257,1
12041,2
22040,2
20824,2
19714,1
14439,2
10494,1
3455,1
18010,1
1403,2
16816,2
13562,2
23246,2
5053,1
12754,1
12228,2
18030,2
6331,1
23918,1
9276,1
13160,2
8745,2
22748,2
15292,2
22907,1
12700,1
2888,1
22435,2
8079,1
2951,1
22333,1
496,1
5572,2
6556,1
4787,2
5128,1
21037,1
1943,1
2711,1
15954,1
11730,2
11971,1
21650,1
307,1
15808,2
19120,1
23183,1
4824,2
14772,1
14341,2
21521,2
14410,1
10129,1
10101,1
15865,1
806,2
36,1
15505,2
14154,2
4571,2
22638,2
21113,2
15458,2
17143,1
5779,2
4385,2
18026,1
20023,1
14389,1
17123,2
13129,1
2301,1
14865,2
740,2
4379,1
10767,2
14172,2
14728,2
10373,1
19949,1
15955,2
20168,2
10818,2
18353,2
24327,2
13554,2
17282,2
8630,2
18704,2
21660,1
11356,2
8798,1
12641,1
14143,2
5590,1
8490,2
24626,2
21437,2
11671,2
6129,2
4063,1
20799,2
14624,1
6721,2
17205,1
14528,1
16612,1
4324,2
15380,2
11646,2
6073,2
15590,1
19382,2
23276,1
2727,2
4521,2
15586,2
21056,2
17665,1
19240,1
11720,1
18532,1
21361,2
21770,2
4909,2
17274,2
4438,1
1616,2
18104,1
2249,2
17873,1
24228,1
17449,2
4764,1
2997,2
5103,2
14577,1
1425,1
14085,2
18615,2
22420,1
23310,1
17269,1
23872,2
12933,1
4423,2
8830,2
20672,1
9270,2
9401,2
12693,2
23973,2
10191,1
20618,2
21747,2
21725,2
15040,1
432,2
20434,2
22117,2
13511,1
3946,2
3960,1
24245,1
22027,2
7218,2
11088,1
21700,1
11327,2
11335,1
9230,2
3400,2
22478,1
5740,1
5144,2
10024,1
22637,1
3555,2
7246,2
1176,1
20987,1
1524,1
10905,1
24378,2
11336,1
11675,1
8109,1
10404,2
678,2
20272,1
12958,2
18991,2
20180,2
10802,2
12873,1
3864,1
2626,2
15127,1
19563,2
12552,2
21914,2
5528,1
5993,2
16281,2
8873,1
23271,1
822,2
2123,1
22122,2
12316,1
12366,1
17160,1
660,2
1639,2
10941,1
2767,2
24557,2
19750,2
23628,2
13448,2
1170,2
7635,2
18021,2
22110,1
13267,2
22362,2
8008,1
1916,2
22026,2
4791,2
19752,1
10255,1
24003,1
24308,2
9198,2
18839,1
23888,1
9818,1
4403,2
2771,1
13445,1
13099,1
13659,1
19696,2
1809,1
11574,2
1264,1
20410,2
493,2
5954,1
8874,2
14198,2
20816,1
19497,1
21187,2
24424,2
22488,2
14633,2
11427,1
19014,1
2394,1
16238,1
17419,2
9234,1
9044,2
4059,1
12394,1
4911,1
2842,1
13635,1
11759,1
22445,2
3286,2
23322,2
16425,2
11932,1
7538,2
1801,2
15361,2
3064,2
1847,2
5002,2
21903,1
4594,2
13738,2
8253,2
24495,2
2671,1
7112,2
10252,1
7015,2
18947,1
7021,2
4123,2
8150,2
23595,1
20929,2
6005,2
1181,2
20009,1
22654,1
10967,1
19346,1
22673,2
7123,2
18210,2
2603,2
10765,2
14922,2
3106,2
8063,1
4057,1
13166,1
11870,1
20273,1
3760,1
18121,1
13658,2
14095,1
24159,1
4347,1
16972,2
8709,2
13795,1
24789,1
23326,1
18833,2
8938,2
12236,2
1217,1
8493,1
15973,2
12915,1
22964,2
13309,1
16312,2
11616,1
9225,2
9631,2
4113,1
1980,1
22864,1
21320,2
1202,2
8547,2
14323,2
10283,2
17856,1
22236,2
10837,2
1617,1
23585,2
19038,1
21808,2
6119,2
12427,2
23171,2
6679,1
6392,1
6088,2
5119,2
5577,2
13335,2
21825,1
4850,2
937,1
12477,1
5903,1
11363,1
17296,1
20709,2
16364,2
3914,2
12470,1
16443,2
6715,2
24211,2
6110,2
15664,1
9350,1
10664,1
17119,1
11549,2
5385,1
5510,1
4185,1
1989,1
21994,1
8885,1
16278,2
13241,2
14936,1
12817,1
1040,1
17805,2
3185,2
3862,2
3742,1
16442,2
5251,2
872,2
626,2
19416,1
18853,1
6847,1
1930,1
15047,2
23489,2
4839,1
20070,1
6934,2
13858,1
21093,1
8937,2
12379,2
15354,1
17763,2
9247,2
1747,2
6981,2
23826,1
2644,2
8896,1
4114,2
19438,1
5165,2
16306,2
17875,2
624,1
21466,2
21742,1
2104,2
21153,1
5035,2
9692,2
706,2
20248,2
19487,1
18287,2
10447,2
20666,1
13987,1
6856,1
14825,1
8849,1
22491,2
10226,2
17527,1
18569,2
6762,1
5575,2
3489,2
3534,1
9083,1
9211,1
12801,2
16235,2
1122,2
17604,2
24618,2
9438,1
22595,1
11131,1
22345,1
1831,2
18949,1
2759,1
15561,1
3508,1
15690,2
21525,1
19385,1
19644,1
21266,2
5781,1
3045,1
12883,1
228,2
102,1
14845,2
15635,2
16743,2
13432,2
10152,1
4168,1
2126,2
19060,2
5498,2
20345,1
21960,2
13859,2
18014,1
24540,2
7486,1
3655,1
23739,1
11729,1
1221,1
3435,1
21295,2
4,2
15315,1
21464,1
8427,2
11854,1
23833,1
834,1
23212,2
5663,1
11394,2
278,1
2099,2
13972,2
24221,1
18969,2
1558,1
7711,2
17465,2
7131,2
3853,2
10731,1
2356,2
21539,1
11351,2
3440,1
17925,2
3537,2
15417,1
6162,1
21997,1
19275,1
18253,2
14381,1
13591,1
3115,2
10822,1
18509,2
2748,1
10434,2
24488,2
194,2
541,2
19933,2
24612,2
2037,2
1424,2
13603,2
2701,1
9442,2
18678,2
11982,2
24780,1
24641,1
15488,2
6061,2
8739,2
1634,1
1359,2
20048,2
6017,1
7229,2
23381,2
5804,2
14012,1
19810,2
103,1
16576,2
18355,2
4068,2
13268,2
9475,1
14347,1
20389,2
17497,2
4284,2
1836,2
17854,2
21977,2
12354,1
10991,2
6285,2
17726,2
15352,2
107,2
21558,2
15208,2
10047,2
19627,2
7258,1
13540,2
7622,2
21760,1
17992,2
5970,1
5641,2
1245,2
20245,1
10795,1
16438,1
24774,2
14896,2
21463,1
1661,1
16103,2
8232,2
20686,2
11495,1
14329,1
13098,1
17202,1
2819,2
24745,2
8792,1
11703,1
14500,1
21676,2
5309,1
5720,2
23072,2
3710,1
19271,1
3800,1
15906,1
2549,1
3730,2
8223,1
242,1
536,1
8748,1
23605,1
15694,1
14554,2
18341,2
19348,1
6699,1
14013,2
22500,2
3008,1
7821,2
18967,2
18990,1
24645,1
23780,1
22101,2
22165,2
21348,2
23151,2
24670,1
1198,1
17541,2
10161,1
10773,1
14761,2
14560,1
215,1
23857,1
4232,1
4092,2
9767,2
15044,1
5884,1
3785,2
9235,2
6282,1
6550,2
21858,2
23566,1
19454,2
14072,1
24236,1
12684,1
12151,1
10687,1
11225,2
18339,1
22138,2
17039,2
11371,2
3432,2
10963,1
13442,1
3229,2
23956,2
24750,2
23611,1
14475,2
23838,2
11117,2
19570,2
16218,1
2813,2
19472,1
6560,2
3594,1
21412,2
7461,1
870,1
17647,2
9938,1
16094,1
21590,2
8729,2
8735,2
12357,2
3279,2
17584,2
14561,1
2825,1
24104,2
15144,1
9630,1
3456,2
23742,1
20400,2
10641,1
13861,2
12475,2
9772,2
2270,2
22860,2
5602,1
22375,2
21410,2
9349,2
10112,2
17249,2
24404,2
5335,2
14365,1
6145,2
9011,1
18869,1
3183,1
15845,1
19567,1
12615,1
18790,2
23545,1
19084,1
18325,1
2973,1
12303,1
2454,1
16852,2
5932,1
21111,2
17042,1
20071,2
22722,1
11987,1
16481,2
19325,2
8218,2
24647,2
22948,2
3129,2
6469,1
17529,1
23108,1
21624,2
4799,1
10759,1
20099,2
17012,2
5426,2
1041,1
10382,2
7936,2
18739,1
19821,1
18461,2
15327,1
19845,2
7609,2
4581,1
19480,2
18416,1
6533,1
9621,1
4003,2
5068,1
19321,2
14316,1
18407,1
1585,2
22984,1
4826,2
11762,2
9067,1
21522,2
19341,2
6508,1
22315,2
13213,2
11777,2
5788,2
4240,1
13466,2
24737,1
4203,1
16864,1
22946,2
12077,1
17169,2
10120,1
22511,1
13082,2
9885,2
693,2
15649,1
20106,1
9148,2
18240,2
19345,2
11109,2
17386,1
8275,1
1382,1
24074,2
12726,2
15910,1
22801,2
20331,1
6532,1
12321,2
8491,2
14161,2
3912,1
7353,1
22066,2
8115,1
20171,1
14405,1
3622,2
22884,2
3472,2
21909,2
24541,1
10425,2
4920,1
22720,1
9963,2
3718,1
8884,1
3770,2
15434,1
20402,2
3918,2
11042,2
22567,2
4346,2
6953,1
24425,2
13998,2
18836,2
11670,1
8911,1
2637,1
1974,2
3995,2
22838,1
1451,2
17235,2
22431,1
15502,2
20610,1
23253,2
17905,1
14563,1
22091,1
7544,2
22104,2
13224,1
6989,2
4006,2
7008,1
4055,2
17500,1
24415,1
20093,1
12168,1
12122,1
24090,1
18147,2
17122,1
19214,1
2807,1
24051,2
8137,1
13425,1
10077,2
1578,1
20996,2
22440,1
24438,1
21321,2
17134,1
15341,1
118,2
6733,2
13855,2
19124,2
4950,2
10186,2
20957,2
23959,2
11724,2
19647,2
14566,2
16737,2
14999,1
17475,1
4101,2
7294,2
12588,2
9709,1
264,1
1164,1
21633,1
16639,1
2160,2
10069,1
7351,1
9633,1
21243,1
11136,1
11426,1
17152,2
17082,1
19257,1
15666,2
12901,1
16618,1
4510,2
8261,1
22288,1
16065,1
5396,1
3065,2
12364,2
20042,2
13508,1
10217,2
13766,1
17733,1
5284,2
23603,2
388,1
23943,2
17371,2
18045,1
18155,2
21985,1
19079,2
18158,1
15580,1
24554,1
10590,1
11493,2
18608,2
9752,2
1945,1
18702,2
22116,2
12059,1
6735,2
10551,2
21668,1
19118,2
4607,2
1059,2
3152,2
1983,1
450,1
14866,2
2933,1
16518,2
7793,2
22005,2
10940,2
7012,1
14456,2
17950,2
11882,1
13397,1
2000,1
22062,1
14378,2
5829,2
17534,1
630,2
17761,2
20192,1
23690,2
17897,2
17303,1
2144,1
1517,1
13876,1
23703,2
24717,1
14438,2
16920,2
15282,2
10132,1
14458,2
14097,2
19261,1
7964,1
9680,1
3041,2
19489,2
8363,1
2372,1
11883,1
13215,1
5936,2
4223,2
8341,2
4882,2
172,1
22139,2
19867,2
19732,2
2230,2
1216,1
19143,1
10946,2
8889,2
17596,2
9738,1
21712,2
8290,1
1428,2
15632,2
4344,1
7828,1
2752,1
18219,1
6750,1
18283,2
6502,1
14976,1
20803,2
22987,1
18280,2
22226,1
1213,2
14975,1
2060,1
10027,1
24312,1
11103,2
24273,1
1660,2
2351,2
16997,2
18196,2
8503,2
2006,2
3149,1
7470,2
11077,2
12016,1
13428,2
7916,2
6195,1
19359,1
12664,1
15803,1
6946,1
20782,2
7191,1
22639,1
17015,2
4364,2
3399,1
3510,1
3409,2
5420,1
18906,2
21631,1
19970,2
13522,1
9183,2
2775,2
5168,1
23045,1
4200,2
11193,2
10961,1
20067,2
13541,2
22534,2
14620,1
12451,2
3857,2
16794,1
15164,2
11561,1
7080,1
2246,1
8178,1
11633,2
18089,2
3605,1
20062,2
22098,2
9223,2
11050,2
12262,2
20650,2
22868,1
19819,1
9433,1
16802,2
22631,1
15988,1
5317,1
13670,1
13423,2
16162,2
3223,2
21763,1
3859,1
10347,1
17223,2
17851,1
1705,2
7350,1
4503,1
1376,2
5854,2
1593,2
20933,1
8243,1
5070,2
24254,2
23519,1
15055,2
14481,1
20652,2
991,2
14225,2
3240,2
20525,2
11834,1
15536,1
10869,2
892,1
20198,1
13524,1
13140,1
8907,2
2538,1
1807,2
24709,1
24110,2
11212,1
14857,1
21789,1
16609,2
5803,2
10184,1
17111,1
15617,2
3228,2
7087,2
8196,1
17738,1
16083,2
2584,1
14185,2
4146,1
17063,1
11789,1
12444,2
6341,1
6530,2
1998,1
15495,2
24679,1
14968,2
13280,2
8549,1
15429,2
4527,1
9591,2
5520,2
7215,1
3374,2
23846,2
6264,1
19260,2
5410,2
4274,1
4205,1
13574,1
2250,2
653,2
18303,2
9685,1
12140,2
3093,1
8278,1
4378,2
12802,1
1842,2
9325,2
12922,1
15557,1
6231,2
11002,2
4679,1
16590,1
9180,2
19759,1
6859,1
24785,1
10058,2
2235,1
22270,2
19123,2
22977,1
19091,1
11576,2
13257,2
23203,2
10089,2
3842,2
12076,1
8043,1
7766,1
21020,2
7063,1
16872,2
15508,2
20452,2
14443,2
8419,1
19576,1
5730,1
3714,1
12154,1
11198,2
11735,1
7045,1
22374,1
7250,2
6442,1
20007,1
22618,2
2464,2
4910,1
16160,2
18242,2
7232,2
20263,2
19069,1
11917,1
11479,2
9341,2
8135,1
4535,1
12159,1
18251,1
7194,2
6825,1
13827,1
21469,1
10488,2
3576,2
17621,1
11766,1
19182,2
13611,2
18145,1
17921,2
16620,1
13131,2
5635,1
22390,2
5278,1
22890,1
23368,2
20554,1
8964,1
24202,1
23945,1
20105,1
16399,2
7626,1
12966,2
23321,1
8230,1
10747,2
3682,2
10899,2
19430,1
4302,1
2110,2
13955,1
20270,2
7843,1
9115,2
18,1
14139,1
526,2
17724,2
20624,2
10793,2
5202,2
16810,1
15026,1
6440,2
11405,1
17163,2
4593,2
24076,1
13845,1
2766,2
16999,2
11221,2
16865,1
11240,1
10423,1
16283,2
23042,1
5719,2
22841,1
21850,1
6588,2
5878,1
18377,1
2562,2
22170,1
5346,2
1712,2
16843,1
2294,1
1289,2
1769,2
162,2
9635,2
13087,1
116,1
3769,1
10832,1
18874,1
1423,1
21876,1
19409,2
15755,1
3067,2
2251,1
12317,2
12747,1
11538,1
23893,1
5569,1
2683,2
22963,1
17433,2
3250,2
2802,2
14301,2
18669,2
21892,2
19633,2
7973,1
1305,1
17784,1
23623,2
2331,2
13024,2
5007,1
6867,1
8835,1
19255,2
24673,1
16287,2
11200,1
7344,1
5566,2
2954,1
11440,1
24167,2
705,1
22228,2
18290,1
19137,2
9435,1
24508,2
1454,2
11438,2
19632,2
2457,1
21819,1
14663,2
8465,2
22557,1
21967,1
3696,2
16781,2
21942,1
17087,2
8348,1
16808,1
8055,2
10637,2
8636,1
5990,1
13437,1
22547,1
11736,1
18239,1
1485,1
18507,2
13525,1
4249,2
5450,1
7528,1
12912,2
4519,1
10468,1
6045,1
4032,1
19004,1
9974,1
3610,2
10286,1
20902,2
10222,2
9204,1
5018,2
12672,2
6030,2
5571,1
13266,1
17462,2
21130,2
18092,1
24614,2
17474,2
24527,2
6298,1
9208,2
20893,1
19090,2
16441,2
5118,2
2061,1
15367,1
10385,1
609,1
21070,1
3335,1
14004,2
24779,2
13791,2
7737,2
3246,1
16897,1
7499,1
11162,2
10400,2
7170,2
7654,1
13919,2
7439,2
10954,1
13601,2
3323,2
8463,2
7630,1
21844,1
5065,1
21470,1
18012,1
7388,1
6623,2
5440,1
18499,1
15696,2
9355,1
20319,2
3584,2
4495,1
1890,1
19389,2
19414,2
17656,2
10993,2
6271,2
19364,1
4115,2
19384,2
8686,2
18261,1
16805,1
20760,1
8692,1
17619,2
2789,2
261,2
5526,2
23333,2
20347,2
6675,2
790,1
435,1
9929,1
1642,1
3590,2
10643,1
6170,1
8336,1
18602,1
20834,1
16829,1
20586,1
7756,2
1252,1
4108,1
581,2
8959,2
6602,1
3542,1
6555,2
17089,1
14220,1
1343,2
6608,1
19938,2
10847,2
7304,2
1430,2
3021,1
19515,1
16606,1
20119,2
13084,2
20849,1
17453,2
23175,2
7958,2
9460,2
20744,2
11769,2
1350,2
3148,2
2476,1
3119,1
21568,2
1396,2
19140,2
6766,1
1229,2
18992,1
24124,2
17292,1
20120,2
8274,2
7108,1
10316,2
1349,2
10305,2
602,2
284,1
6421,1
2808,2
5998,1
3372,2
18198,2
19758,1
14427,1
17416,2
15584,2
8126,1
10459,1
15735,1
5964,2
2624,1
606,2
24579,1
19392,2
8867,1
23504,1
4315,2
15296,1
3806,1
9144,2
21356,1
22,1
4077,2
16166,1
14060,2
20207,1
61,1
3612,2
8251,2
6463,1
17159,1
14662,1
20653,1
508,1
18465,1
71,2
12905,2
4305,1
21248,1
18909,2
6098,1
2488,1
20283,2
19369,2
920,2
10534,1
24758,2
14396,2
7291,1
709,1
22023,2
21067,2
1854,2
9250,2
19145,2
3014,1
7190,2
10472,2
10035,2
24658,2
22056,1
9540,1
1909,1
7251,1
11265,1
17365,2
3653,2
19790,2
14093,1
16698,2
17405,2
17501,1
15113,2
13249,2
4615,1
22106,2
15697,1
2105,2
17084,2
8534,2
11635,1
2136,1
16929,1
24317,2
5561,2
13832,1
24567,2
6205,1
14431,1
9483,1
3276,1
3462,2
7764,1
7504,2
1046,2
7161,2
2919,1
11879,1
17092,2
3467,2
8574,1
16305,1
24371,1
2792,1
10124,1
11858,2
21732,2
14904,1
21708,2
23,1
5031,2
24431,1
13089,2
18250,2
6147,2
11258,1
17968,1
13088,1
16189,2
22096,1
8696,1
12586,2
12651,2
10173,1
5153,1
4277,1
14908,2
24493,2
21991,1
15276,1
19224,2
9519,1
14539,2
21840,1
5217,2
17402,2
595,2
6315,2
9766,1
20311,1
20571,1
8376,2
16413,1
21705,1
14433,2
23205,2
11138,1
24504,2
9584,2
13922,1
19288,1
525,2
12180,2
18233,2
5143,2
18235,1
3638,1
6028,1
13502,1
24526,2
11304,1
14906,1
6959,1
3954,1
5845,2
8127,2
8113,2
5114,1
22996,2
10973,2
1204,2
14853,1
24268,2
14273,2
16010,2
16164,1
21926,2
916,1
8262,1
12287,1
15094,1
15855,1
24138,2
8604,2
24069,1
11768,2
579,2
9858,1
6827,2
21790,1
12298,1
6486,2
18627,1
4413,2
23934,2
15438,1
6037,1
10890,1
5821,1
9097,1
173,1
2285,1
479,1
16670,1
8208,1
29,2
24571,2
3347,1
11278,1
24796,2
10540,1
14538,2
16151,2
19734,1
1483,1
1008,2
22050,1
9717,1
7990,2
20190,1
4024,2
21141,2
2317,2
464,2
12737,2
18244,1
23277,1
4833,1
18820,2
15134,1
3754,2
5231,1
5405,1
14313,2
14873,2
4738,2
9768,2
18285,1
23348,1
7747,2
17513,1
5669,1
1505,1
23634,1
24532,2
11268,1
19645,1
18552,2
20045,1
12971,2
20069,1
23735,2
16931,1
8010,1
23317,2
22888,2
12594,1
15114,2
12868,2
22272,1
14542,1
1461,2
17014,2
2978,1
7678,1
3990,2
23556,2
8926,1
23877,2
15172,2
18467,1
22626,2
5655,2
14112,2
11953,1
16960,1
10084,1
23608,2
2592,2
5939,2
24445,2
6850,2
10696,1
12750,2
15739,1
22033,1
11418,1
4727,2
17590,1
7458,2
7238,1
13836,2
24650,2
14049,2
13986,2
14638,2
3137,1
22599,2
8436,1
6835,1
9580,1
21769,1
5513,1
12907,2
3737,2
16455,2
15391,1
4050,1
5642,2
11644,1
1095,1
2020,1
9256,2
7382,2
446,2
10834,2
12212,2
12715,1
22818,2
5574,1
14892,2
21664,2
3812,1
7649,1
13048,2
10029,1
7961,2
7197,1
8928,2
1225,2
22709,1
18426,1
1115,1
18188,1
2758,2
22832,1
8068,2
5371,1
15088,2
21123,1
13681,1
17191,1
17267,1
9485,2
499,2
12601,2
5448,2
20545,2
22916,1
4952,1
4089,2
19722,2
6949,1
17692,2
2311,1
8563,2
18855,2
987,2
9439,2
10215,1
10907,2
3383,2
14393,1
16683,1
24370,1
19602,2
13979,1
2757,2
7426,2
17981,1
21072,2
1363,1
17236,1
5640,1
10969,2
9453,1
14588,1
20276,1
23829,2
7245,1
15110,1
4999,1
4088,1
9462,1
11490,1
19893,1
2601,1
21021,2
24188,1
4705,1
17329,1
22936,2
627,2
9274,2
1334,1
1501,2
13571,2
20382,1
4067,1
16881,2
19031,1
15228,2
8611,2
19444,1
12613,1
1,1
24040,2
14709,1
831,2
12628,1
1862,1
8362,1
10791,2
21735,2
3896,2
4183,2
7852,2
20567,2
8985,2
22995,2
2648,1
1628,1
13130,1
14520,1
21274,2
4536,2
4359,1
5507,1
7178,1
1337,2
4917,2
7255,1
13864,1
15474,1
13426,2
6526,2
6506,1
10987,1
15122,2
2114,1
15937,2
7124,2
18765,2
11828,2
19061,2
11472,1
1914,2
3268,1
2841,1
833,2
10432,1
850,1
11082,1
20712,1
18420,1
431,2
9978,1
6876,1
19769,1
5519,2
16943,1
15077,2
18003,2
9118,1
675,2
13785,1
4927,1
7960,1
1066,1
15842,2
8919,2
10317,2
6503,2
22627,2
17643,2
11520,1
0,1
23715,2
2264,2
10807,2
1950,1
12208,1
16613,2
11830,1
951,1
619,1
4532,2
4157,2
5631,2
20699,1
23017,1
24010,2
23364,1
2219,1
18484,1
12546,2
23185,2
11332,2
23779,2
12304,2
2334,1
17422,2
23906,2
7770,2
5104,2
9261,2
2594,2
7525,1
17895,1
14276,1
18227,2
9900,2
9185,2
12271,1
11686,1
22858,2
6313,2
11032,2
17407,2
21559,2
17594,1
11972,1
13655,2
8584,2
19396,1
21467,2
8452,1
9391,2
19871,1
8974,2
16784,1
5023,1
988,2
23799,2
11931,2
20079,1
6528,1
14809,1
16552,1
3336,1
8186,1
7980,1
12850,2
16014,1
17339,1
4262,2
10800,2
11846,1
16084,1
17212,1
1448,1
17860,2
15756,2
15123,1
18843,1
11606,1
23069,1
14101,1
23396,2
3212,2
1092,2
18025,1
19897,2
1174,1
14495,1
15192,1
12957,2
5199,2
13113,1
1447,1
22783,2
24761,1
15588,1
6434,2
2856,1
78,1
12589,2
18117,1
20391,2
10308,2
5366,1
13913,1
20225,2
15611,1
15305,1
13206,1
2072,2
1963,2
8592,2
20629,2
22142,1
7418,1
14740,2
3036,2
4825,2
18102,1
18160,1
22541,1
5695,2
23199,2
10561,1
22933,2
21022,2
8429,1
9007,2
4677,1
22186,1
6593,1
10741,1
9649,1
6925,2
22612,2
21905,1
2695,2
7459,2
14750,1
17742,2
8432,1
19697,2
128,2
20681,1
20975,1
180,2
17040,2
19393,1
11666,1
17188,2
5221,2
3231,1
2988,2
24436,1
3743,2
7480,1
15551,2
12561,2
896,1
4744,2
8575,1
1309,1
4793,1
9324,2
9001,2
13684,2
15210,1
4842,2
7202,1
18789,1
8808,1
12066,2
2779,2
519,2
8266,2
20262,1
5639,2
81,2
8314,2
4163,1
18750,2
14106,1
12550,2
9697,1
18675,1
13614,1
15279,2
7380,2
454,1
422,2
5381,2
9778,1
18088,2
10627,2
8927,2
19561,1
3674,1
19836,2
2012,2
22643,1
8803,1
22713,1
962,1
23523,2
2016,1
503,1
12493,1
11829,2
23902,2
5544,2
11712,2
19284,2
24627,2
18872,2
16339,2
19876,1
73,2
5017,1
2276,1
24420,1
5890,1
1597,2
3331,2
16834,1
16192,1
21313,2
22911,2
19513,1
4225,1
21160,2
9537,1
1792,1
14229,1
3293,2
7716,1
2830,2
21933,1
5643,1
16549,2
22014,2
2468,2
21737,2
20134,1
5546,1
8540,2
8654,2
4841,1
7983,2
9237,2
4171,2
20833,2
12148,2
6306,2
21520,1
809,2
10713,2
13070,1
15189,2
8064,2
5874,1
11009,2
20946,1
21493,2
3677,1
10882,2
7900,1
9589,2
13829,2
10397,1
16396,2
11271,1
9517,2
5822,1
16211,2
22422,2
6335,2
94,2
5622,2
16182,1
20393,1
14483,1
5868,1
7293,1
13669,1
612,2
4383,2
19835,2
14287,2
16294,2
16015,1
15023,1
17091,2
8129,2
13322,2
12985,1
590,2
23339,1
18390,2
15684,1
11059,1
9406,2
14223,2
10619,2
2559,1
18860,1
23569,2
13248,1
7503,2
11614,2
3063,2
341,2
13141,1
1360,2
22969,2
16926,2
4498,2
18181,1
23537,2
19884,2
12941,1
2150,2
171,2
11721,2
23531,1
20174,2
14732,2
1268,2
6671,1
6920,1
20092,1
19482,2
8553,1
19402,1
17277,1
24443,2
3208,1
10895,2
9776,2
19056,1
8047,2
24694,1
6712,1
22960,1
17660,1
20708,1
12192,2
22636,2
21336,1
21878,1
15705,2
21915,2
11808,2
15103,1
21871,1
17886,2
11552,2
13747,2
19757,2
610,2
14246,2
6015,1
19363,2
7099,1
3749,1
18194,1
11835,2
18269,2
10504,2
5123,1
13675,1
14491,2
24185,1
23821,1
5481,2
12418,2
16980,1
13790,2
9086,2
17876,2
21543,1
12982,2
10338,1
1986,2
4095,1
14158,1
15770,1
12804,1
17568,2
554,2
14683,2
22723,2
8200,1
3070,1
4126,1
11367,2
14881,1
537,2
7712,1
6972,1
10119,1
4018,1
21333,2
19946,2
17892,2
5671,1
9864,1
14979,2
9467,2
2763,2
22320,1
15135,2
17977,2
19049,2
23230,2
6032,1
11629,1
1513,1
16582,2
24515,1
18893,1
7722,2
9808,2
4178,2
2854,2
15800,2
14911,2
10224,2
21319,1
18980,1
12827,2
15281,2
8701,1
11902,2
14827,1
15455,2
16487,1
12161,2
22531,2
2167,2
10054,1
8895,1
3329,1
2872,2
15706,1
18306,2
7710,2
12721,1
468,2
9471,2
15336,1
1048,2
698,1
22301,1
18934,2
6253,2
14705,1
10996,1
736,1
22985,2
4867,1
23886,2
19872,1
7037,1
7053,2
11798,2
12953,1
23139,1
1588,2
2684,1
12494,2
22028,2
9181,2
15250,1
11282,1
4937,2
267,1
21832,2
18281,2
16607,1
1643,1
21980,2
15494,2
17670,2
22728,1
20903,1
18452,1
1885,1
11656,2
16894,1
12682,2
3887,1
17747,1
383,1
1948,2
7267,1
7545,1
15774,2
8800,1
13657,1
6757,2
3835,2
2345,1
23120,1
19113,1
22555,1
16713,1
17634,2
23686,1
15646,1
17640,2
2483,2
23196,2
9975,1
12931,1
9440,2
21550,1
13021,2
1994,1
18364,2
7479,1
20723,2
17035,2
7239,2
19671,1
5831,2
14020,1
23372,2
22054,2
19840,1
279,1
6064,1
13521,2
11628,2
19373,2
14214,2
13056,2
13650,1
4575,2
12277,2
616,1
23808,1
19958,2
4621,1
23689,1
24393,1
1631,2
23292,1
7717,2
18960,1
23797,2
24726,2
202,2
6965,1
15068,1
23850,2
13017,2
10957,2
18733,2
329,2
15990,2
12406,1
783,2
15669,1
20526,1
1182,1
3996,1
4844,1
21324,1
15679,2
4097,2
22672,2
9024,2
23462,1
23149,1
12990,1
7709,2
5292,1
6841,1
11627,1
8310,2
12617,1
5660,1
21972,1
8935,1
4554,2
23498,1
16057,1
18982,2
22264,1
6299,2
5589,2
14653,1
23490,2
21630,1
11306,2
17070,1
3265,2
21425,1
13673,1
680,2
16261,2
6724,2
10387,1
3200,1
21593,1
22839,1
1256,2
16401,2
10051,1
22093,2
10634,2
17562,2
12861,1
18059,2
24133,1
17954,2
23941,1
16752,2
21704,2
14997,2
2674,1
10526,1
23414,1
22928,1
23425,2
22223,1
13667,1
15785,1
1802,2
8412,2
15829,2
11496,2
12634,1
13242,1
14847,1
24224,2
21433,1
9933,2
3429,2
370,1
8879,1
23880,2
18228,1
3763,1
10278,1
4376,1
12632,1
10721,1
13626,2
18581,2
24012,2
3097,1
11391,2
13114,1
17307,2
18044,1
2886,1
9037,1
16975,1
13389,1
10085,2
3724,2
23137,2
830,2
5442,2
12811,2
4304,1
15124,1
7028,2
10866,2
17948,1
15510,1
14296,1
23483,2
11584,2
7472,1
18302,2
22413,2
4272,2
10885,1
2569,1
17489,2
21057,2
16873,1
19006,1
7325,1
5517,1
14572,1
6441,1
17901,2
11115,1
16592,2
15002,2
16643,2
24340,1
11988,1
3563,1
10025,2
8566,2
22267,1
424,1
3219,2
18417,2
16988,2
351,1
2239,1
14034,1
17663,2
6261,2
